county,cases,deaths,date_index_converted,county_data_length,core_jaccard,core_cosine,core_intersection,social_jaccard,politics_jaccard,politics_democratic_love_jaccard,nationalistic_jaccard,politics_republican_hate_jaccard,entertainment_jaccard,sports_jaccard,race_jaccard,economy_jaccard,foreign_jaccard,religion_jaccard,health_jaccard,politics_republican_love_jaccard,health_technology_jaccard,politics_democratic_hate_jaccard,domestic_jaccard,illness_jaccard,ideology_jaccard,education_jaccard,gender_jaccard,social_cosine,politics_cosine,politics_democratic_love_cosine,nationalistic_cosine,politics_republican_hate_cosine,entertainment_cosine,sports_cosine,race_cosine,economy_cosine,foreign_cosine,religion_cosine,health_cosine,politics_republican_love_cosine,health_technology_cosine,politics_democratic_hate_cosine,domestic_cosine,illness_cosine,ideology_cosine,education_cosine,gender_cosine,social_intersection,politics_intersection,politics_democratic_love_intersection,nationalistic_intersection,politics_republican_hate_intersection,entertainment_intersection,sports_intersection,race_intersection,economy_intersection,foreign_intersection,religion_intersection,health_intersection,politics_republican_love_intersection,health_technology_intersection,politics_democratic_hate_intersection,domestic_intersection,illness_intersection,ideology_intersection,education_intersection,gender_intersection,core_jaccard_normalized,core_cosine_normalized,core_intersection_normalized,ideology_jaccard_normalized,race_jaccard_normalized,economy_jaccard_normalized,sports_jaccard_normalized,foreign_jaccard_normalized,domestic_jaccard_normalized,nationalistic_jaccard_normalized,politics_democratic_love_jaccard_normalized,health_technology_jaccard_normalized,education_jaccard_normalized,gender_jaccard_normalized,religion_jaccard_normalized,social_jaccard_normalized,politics_republican_love_jaccard_normalized,politics_jaccard_normalized,entertainment_jaccard_normalized,politics_republican_hate_jaccard_normalized,politics_democratic_hate_jaccard_normalized,health_jaccard_normalized,illness_jaccard_normalized,ideology_cosine_normalized,race_cosine_normalized,economy_cosine_normalized,sports_cosine_normalized,foreign_cosine_normalized,domestic_cosine_normalized,nationalistic_cosine_normalized,politics_democratic_love_cosine_normalized,health_technology_cosine_normalized,education_cosine_normalized,gender_cosine_normalized,religion_cosine_normalized,social_cosine_normalized,politics_republican_love_cosine_normalized,politics_cosine_normalized,entertainment_cosine_normalized,politics_republican_hate_cosine_normalized,politics_democratic_hate_cosine_normalized,health_cosine_normalized,illness_cosine_normalized,ideology_intersection_normalized,race_intersection_normalized,economy_intersection_normalized,sports_intersection_normalized,foreign_intersection_normalized,domestic_intersection_normalized,nationalistic_intersection_normalized,politics_democratic_love_intersection_normalized,health_technology_intersection_normalized,education_intersection_normalized,gender_intersection_normalized,religion_intersection_normalized,social_intersection_normalized,politics_republican_love_intersection_normalized,politics_intersection_normalized,entertainment_intersection_normalized,politics_republican_hate_intersection_normalized,politics_democratic_hate_intersection_normalized,health_intersection_normalized,illness_intersection_normalized,total_pop,percent_25_34,percent_highschool,labor_force_rate,unemployment_rate,median_housing_cost,median_household_earnings,median_worker_earnings,percent_insured,percent_married,poverty_rate,median_property_value,percent_white
Muskingum,0,0,day_65,464,0,0,0,1.81E-05,0,0,0.000123153,5.32E-05,1.24E-05,0,0,0,0,0,0,0.00019633,1.94E-05,0,1.84E-05,0,0,0,0,0.000138563,0,0,0.00031605,0.000340763,0.000197505,0,0,0,0,0,0,0.000581718,0.000145302,0,0.000199673,0,0,0,0,0.004310345,0,0,0.004310345,0.004310345,0.004310345,0,0,0,0,0,0,0.004310345,0.002155172,0,0.004310345,0,0,0,0,0,0,0,0,0,0,0,0,0.002162,0.023645378,0,0.0043844,0,0,0,0.0042535,0.01649172,0,0.008614886,0.014470398,0,0,0,0,0,0,0,0,0.003047876,0.014931481,0,0.006095761,0,0,0,0.002124131,0.014716431,0,0.008266131,0.010362781,0,0,0,0,0,0,0,0,0.002155173,0.02586207,0,0.004310344,0,0,0,0.004310345,0.01724138,0,0.00862069,0.014655173,0,0,0,86016,11.9,87.2,59.6,6.9,703,41130,23325,92.7,49.4,16.6,112500,0.921147871
Defiance,0,0,day_75,204,0.00017301,0.001435147,0.014705882,4.17E-05,0,0,0,0,1.41E-05,0,0,0,0,0,0,0,0,0,0,3.80E-05,0,0,0,0.000639537,0,0,0,0,0.000263151,0,0,0,0,0,0,0,0,0,0,0.000431594,0,0,0,0.009803922,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0,0.074211654,0.078431365,0.07352941,0,0,0,0,0,0,0,0,0,0,0,0,0.0097995,0,0,0.009795959,0,0,0,0.025526707,0,0,0,0,0,0,0,0,0,0,0,0,0.009803917,0,0,0.011013598,0,0,0,0.039215725,0,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0.009803922,0,0,0,0.025152685,38669,11.6,90.7,64.4,5,744,50663,27567,93.1,54.2,11,112700,0.910078045
Henry,0,0,day_14,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000412026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006289308,0,0,0,0,0,0,0,0,0,0,0,0,0.0031725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006289304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003144654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28015,11.3,92.4,65.3,4.5,768,53835,30229,95.5,56,9,116200,0.946072898
Franklin,4921,36,day_98,36602,0.000124396,0.000729088,0.010819081,4.20E-05,1.49E-05,5.85E-06,1.23E-05,2.61E-05,3.43E-05,1.31E-05,0,8.97E-05,6.32E-06,4.78E-05,3.42E-05,3.89E-05,2.63E-05,0,3.82E-05,8.02E-05,2.10E-06,2.73E-05,9.59E-06,0.000349494,8.37E-05,3.35E-05,3.60E-05,0.000186099,0.00036788,0.000152287,0,0.000838837,3.26E-05,0.000241224,5.58E-05,0.00011298,0.000157885,0,0.000387769,0.000624745,4.76E-06,0.000147103,4.14E-05,0.010026774,0.001366046,0.000273209,0.000437135,0.00210371,0.01199388,0.003169226,0,0.011884596,0.000491776,0.003661002,0.000136605,0.000846948,0.002977979,0,0.00898858,0.01049123,2.73E-05,0.001611934,0.000245888,0.053358956,0.039844955,0.054095405,0.0007056,0,0.024060959,0.006252497,0.002544632,0.0044885,0.0023616,0.002326651,0.0059438,0.0064428,0.00349076,0.016239337,0.00987,0.0032676,0.001819469,0.023829887,0.007099199,0,0.004104,0.053874786,0.000979404,0,0.019659044,0.009228523,0.003570335,0.005919037,0.001700786,0.002263099,0.006623647,0.006337391,0.004098391,0.014539829,0.005357642,0.002858193,0.002220812,0.015396796,0.005659368,0,0.004464,0.056765915,0.0022932,0,0.024335125,0.006221073,0.001967104,0.00449429,0.00262281,0.002333985,0.005955958,0.006447736,0.003442432,0.016474509,0.010026774,0.003387792,0.001813116,0.02398776,0.007152614,0,0.0054642,0.053832049,1215761,17.9,90.6,69.8,5.7,1014,52341,30683,91,42.5,16.7,158400,0.677109103
Tuscarawas,7,0,day_78,290,8.11E-05,0.000673035,0.006896552,1.40E-05,0,0,0,8.62E-05,3.87E-05,1.43E-05,0,0,0,0,0,0,0,0,4.27E-05,5.35E-05,0,0,0,6.24E-05,0,0,0,0.000771058,0.000205365,0.000222123,0,0,0,0,0,0,0,0,0.000210693,0.000607208,0,0,0,0.003448276,0,0,0,0.006896552,0.013793103,0.003448276,0,0,0,0,0,0,0,0,0.010344828,0.006896552,0,0,0,0.034787383,0.036781635,0.03448276,0,0,0,0.006825245,0,0.00501725,0,0,0,0,0,0,0.00329,0,0,0.026886782,0.023446397,0,0,0.035938916,0,0,0,0.013460553,0,0.003216089,0,0,0,0,0,0,0.000956574,0,0,0.008595094,0.023448278,0,0,0.055172459,0,0,0,0.006768838,0,0.005172414,0,0,0,0,0,0,0.003448276,0,0,0.027586206,0.023448277,0,0,0.035387226,92697,11.4,86.3,62,4.9,722,45310,25370,90.3,54.2,13.8,117100,0.968172829
Greene,42,3,day_91,743,0.000156353,0.001021299,0.01345895,2.28E-05,0,2.93E-05,3.85E-05,1.68E-05,1.94E-05,0,0,9.82E-06,0,0,0,0,1.21E-05,0,9.19E-05,9.33E-05,0,0.000134995,5.18E-05,0.000230143,0,0.000198441,0.000108105,0.000150476,0.000325131,0,0,4.44E-05,0,0,0,0,9.07E-05,0,0.000889001,0.000896867,0,0.000673215,0.000190338,0.00538358,0,0.001345895,0.001345895,0.001345895,0.006729475,0,0,0.001345895,0,0,0,0,0.001345895,0,0.02153432,0.012113055,0,0.00807537,0.001345895,0.067066729,0.055814404,0.06729475,0,0,0.002634098,0,0,0.01079825,0.007392,0.011653139,0.0027346,0.031858821,0.018855198,0,0.005358,0,0,0.013478128,0.004569599,0,0,0.062674782,0,0,0.001040562,0,0,0.013570011,0.005107318,0.013405721,0.003805078,0.02900299,0.018842502,0,0.003528025,0,0,0.013607632,0.004576054,0,0,0.08149161,0,0,0.00275588,0,0,0.01076716,0.00807537,0.011497789,0.00269179,0.03230148,0.01884253,0,0.00538358,0,0,0.01345895,0.004576043,0,0,0.062153872,164192,13.2,92.8,62.6,5.7,964,60113,30416,94.4,51.7,12.3,163500,0.861920218
Licking,0,0,day_65,521,4.52E-05,0.000374626,0.003838772,8.17E-06,4.34E-05,8.26E-05,0,0,4.97E-05,0.000302313,8.72E-05,2.80E-05,0,0,0,0,0,0,1.64E-05,2.98E-05,0,0,0,0.000125207,0.000349286,0.000483108,0,0,0.000715474,0.00422863,0.000168341,0.000165091,0,0,0,0,0,0,0.000214657,0.000337985,0,0,0,0.001919386,0.003838772,0.003838772,0,0,0.017274472,0.07293666,0.001919386,0.003838772,0,0,0,0,0,0,0.003838772,0.003838772,0,0,0,0.019388283,0.020473463,0.01919386,0,0.030440731,0.007510667,0.144290922,0,0.001927,0,0.032851511,0,0,0,0,0.00191995,0,0.005299661,0.034529019,0,0,0,0.020018312,0,0.021599404,0.003869084,0.256253055,0,0.003276597,0,0.032636456,0,0,0,0,0.001919387,0,0.009267605,0.029944568,0,0,0,0.030710174,0,0.061420352,0.007860343,0.143171962,0,0.001919386,0,0.032794081,0,0,0,0,0.001919386,0,0.005095097,0.034548944,0,0,0,0.019697305,168693,11.6,90.3,65.3,5.9,935,56549,28528,92.6,53,11.8,157800,0.924055824
Vinton,0,0,day_1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13234,10.5,79.9,55.6,10.6,618,40680,22094,91.1,49,21.1,85700,0.973291736
Stark,553,12,day_94,3085,5.29E-05,0.000387013,0.004538088,6.02E-05,1.43E-05,1.39E-05,1.01E-05,4.05E-06,4.19E-05,6.72E-06,0,1.95E-05,7.94E-06,1.74E-05,0,0.000145867,8.79E-06,6.64E-05,2.58E-05,3.49E-05,0,0,9.53E-06,0.000595553,8.75E-05,8.16E-05,4.12E-05,3.62E-05,0.000522052,9.83E-05,0,0.000148421,3.20E-05,0.000128653,0,0.000482502,7.46E-05,0.000167382,0.000195082,0.000300441,0,0,2.05E-05,0.014262561,0.001296596,0.000648298,0.000324149,0.000324149,0.01458671,0.001620746,0,0.002593193,0.000648298,0.001296596,0,0.002917342,0.000972447,0.000972447,0.006158833,0.004538088,0,0,0.000324149,0.022691154,0.021150417,0.02269044,0,0,0.005230643,0.003207388,0.003196895,0.0030315,0.0019392,0.005528281,0.00198654,0,0.00346892,0.00591139,0.014147,0.012252828,0.001746202,0.029109978,0.0011016,0.008035526,0,0.023444265,0,0,0.003478405,0.005956935,0.003504623,0.002977798,0.001946455,0.005512504,0.003129646,0,0.002029397,0.007754587,0.009129655,0.012206442,0.002321637,0.021849321,0.001100861,0.008412392,0,0.027298831,0,0,0.005309871,0.003181464,0.002593192,0.003079417,0.001944894,0.005538317,0.001944894,0,0.004538086,0.005834682,0.014262561,0.011669368,0.001720937,0.02917342,0.001102107,0.008265799,0,0.023285599,374979,11.6,90.6,62.8,6.7,767,47137,26125,93.5,49.2,14,127100,0.882492192
Warren,896,30,day_115,437,0,0,0,1.93E-05,0,0,0,0,2.63E-05,5.69E-05,0,0,0,3.09E-05,0,0,0,0,0,0,0,0,0,0.000149274,0,0,0,0,0.000429954,0.000798078,0,0,0,0.000266013,0,0,0,0,0,0,0,0,0,0.004576659,0,0,0,0,0.009153318,0.013729977,0,0,0,0.00228833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027157792,0,0,0,0,0,0,0,0.010497814,0.0045355,0,0,0.018271896,0,0,0,0,0,0,0,0.048363164,0,0,0,0,0,0,0,0.016033991,0.002288327,0,0,0.017994765,0,0,0,0,0,0,0,0.026951436,0,0,0,0,0,0,0,0.010297485,0.004576659,0,0,0.018306636,0,0,0,0,219916,11.3,93.2,66.1,4.5,1232,74379,38453,95.6,60.1,5.1,200100,0.889220433
Clinton,161,0,day_106,200,9.18E-05,0.000195651,0.01,0.000119808,0,0,0,0,5.48E-05,0,0,0.000144629,0.0001,0,0,0,0,0,9.93E-05,0,0,0,0,0.000680504,0,0,0,0,0.00031425,0,0,0.000773141,0.000222222,0,0,0,0,0,0.000426461,0,0,0,0,0.03,0,0,0,0,0.02,0,0,0.02,0.01,0,0,0,0,0,0.025,0,0,0,0,0.039377087,0.010692406,0.05,0,0,0.03879501,0,0.04026316,0.01166775,0,0,0,0,0,0,0.028154881,0,0,0.038072239,0,0,0,0,0,0,0.018119387,0,0.024337634,0.006509645,0,0,0,0,0,0,0.010431929,0,0,0.013152232,0,0,0,0,0,0,0.040952381,0,0.04,0.0125,0,0,0,0,0,0,0.03,0,0,0.04,0,0,0,0,41892,11.2,88.7,62.4,6.6,781,46787,25751,92.6,52.6,14.7,123700,0.941699109
Vinton,0,0,day_69,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13234,10.5,79.9,55.6,10.6,618,40680,22094,91.1,49,21.1,85700,0.973291736
Medina,784,24,day_104,780,9.97E-05,0.000416977,0.008974359,5.35E-05,0,2.67E-05,0,0.000138576,5.07E-05,4.20E-05,0,7.82E-05,1.67E-05,1.71E-05,0,0,0,0,3.84E-05,2.94E-05,0,4.38E-05,0,0.000379766,0,0.000109135,0,0.000669486,0.000377131,0.000413803,0,0.000666451,8.55E-05,0.000105384,0,0,0,0,0.000443133,0.000210158,0,0.000287377,0,0.012820513,0,0.001282051,0,0.011538462,0.017948718,0.01025641,0,0.01025641,0.001282051,0.001282051,0,0,0,0,0.008974359,0.003846154,0,0.002564103,0,0.042765747,0.022787962,0.044871795,0,0,0.02097622,0.020046173,0.006723948,0.004512,0,0.010619072,0,0.0103368,0,0.00580947,0.0125725,0,0,0.035223768,0.037692668,0,0,0.01974961,0,0,0.015618993,0.025076274,0.009363914,0.006764132,0,0.007372636,0,0.01238058,0,0.006352043,0.005821703,0,0,0.015783976,0.02035942,0,0,0.019095489,0,0,0.02100122,0.020132953,0.005128204,0.00448718,0,0.010952379,0,0.010256412,0,0.00576923,0.012820513,0,0,0.035897436,0.039230771,0,0,0.019735184,174831,10.5,94,67.9,3.6,1061,66952,33569,94.8,57.5,6.2,185800,0.955897529
Clermont,0,0,day_17,392,0,0,0,0.000129359,0,0,0,0,7.33E-05,0,0,0,0,0,0,0,0,0,1.05E-05,0,0,0,0,0.001374139,0,0,0,0,0.000968354,0,0,0,0,0,0,0,0,0,5.28E-05,0,0,0,0,0.030612245,0,0,0,0,0.025510204,0,0,0,0,0,0,0,0,0,0.00255102,0,0,0,0,0,0,0,0,0,0,0,0,0.00123375,0,0,0,0,0,0,0.030399366,0,0,0.050925093,0,0,0,0,0,0,0,0,0,0.000805957,0,0,0,0,0,0,0.021065152,0,0,0.040528296,0,0,0,0,0,0,0,0,0,0.00127551,0,0,0,0,0,0,0.030612245,0,0,0.051020408,0,0,0,0,200285,11.9,89.9,65.8,4.4,975,60805,31361,94.1,55.7,9.8,160600,0.953938842
Clermont,42,0,day_87,648,1.79E-05,0.000106492,0.00154321,1.28E-05,4.93E-05,0,0,0,1.78E-05,0,0,3.47E-05,0,3.86E-05,0,0,0,0,3.23E-05,3.49E-05,0,0.000105541,0,9.00E-05,0.000189155,0,0,0,0.000307111,0,0,0.00026772,0,0.000209063,0,0,0,0,0.000199013,0.000227234,0,0.000467962,0,0.00308642,0.00462963,0,0,0,0.00617284,0,0,0.00462963,0,0.00308642,0,0,0,0,0.007716049,0.00462963,0,0.00617284,0,0.007678103,0.005819831,0.00771605,0,0,0.009307863,0,0,0.00379525,0,0,0,0.024907677,0,0.013113774,0.003008,0,0.006020122,0.01236653,0,0,0,0.023444265,0,0,0.006274305,0,0,0.003037802,0,0,0,0.02016042,0,0.012601317,0.001379674,0,0.005018849,0.012853446,0,0,0,0.020647058,0,0,0.009479719,0,0,0.003858025,0,0,0,0.02469136,0,0.01388889,0.00308642,0,0.006144782,0.01234568,0,0,0,0.023755315,200285,11.9,89.9,65.8,4.4,975,60805,31361,94.1,55.7,9.8,160600,0.953938842
Mahoning,2338,84,day_100,3394,0.000140311,0.000687991,0.012374779,2.10E-05,1.99E-05,4.48E-05,0,0,2.11E-05,2.56E-05,0,7.90E-05,0,1.17E-05,0,2.95E-05,2.05E-05,2.10E-05,3.74E-05,0.0001139,0,0,0,0.000184077,0.000160665,0.000304094,0,0,0.000268865,0.00026685,0,0.00041457,0,8.38E-05,0,0.000131766,9.31E-05,5.78E-05,0.000290507,0.000613407,0,0,0,0.005008839,0.001767826,0.002062463,0,0,0.00736594,0.00618739,0,0.010606953,0,0.000883913,0,0.000589275,0.002357101,0.000294638,0.008839128,0.015026517,0,0,0,0.060185604,0.037598987,0.061873895,0,0,0.021190811,0.01221862,0,0.0043945,0,0.017817769,0.004633,0,0,0.0039749,0.004935,0.002478,0.002430029,0.014659201,0,0.002541356,0,0.076512944,0,0,0.009715892,0.016170989,0,0.004434397,0,0.02054313,0.003905764,0,0,0.005051063,0.002821847,0.003333445,0.004262924,0.011252745,0,0.002904949,0,0.055735716,0,0,0.021718999,0.012145617,0,0.004419564,0,0.017619327,0.004714202,0,0,0.003977609,0.005008839,0.0023571,0.002346387,0.01473188,0,0.002504423,0,0.077103276,234550,11.3,90.5,59.3,8.2,681,41375,23802,93.5,44.9,17.6,99300,0.801213679
Carroll,0,0,day_56,47,0,0,0,9.02E-05,0,0,0,0,0,8.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000981416,0,0,0,0,0,0.001370546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042144692,0,0,0,0,0,0,0,0,0.021197001,0,0,0,0,0,0,0,0,0,0,0.083054464,0,0,0,0,0,0,0,0,0.015044822,0,0,0,0,0,0,0,0,0,0,0.04176517,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,28361,9.7,88.2,58.2,4.7,713,47075,26589,88.5,56.9,14.8,116700,0.974052111
Shelby,0,0,day_86,357,3.22E-05,0.000157825,0.00280112,1.19E-05,0,0,8.24E-05,0,1.61E-05,0,0,0,0,3.79E-05,0,0,0,0,1.20E-05,2.14E-05,0,0,0,0.000129206,0,0,0.000251548,0,0.000173635,0,0,0,0,0.000325624,0,0,0,0,0.000129759,0.000142389,0,0,0,0.00280112,0,0,0.00280112,0,0.005602241,0,0,0,0,0.00280112,0,0,0,0,0.00280112,0.00280112,0,0,0,0.013812007,0.0086252,0.0140056,0,0,0,0,0,0.00141,0.015820801,0,0,0,0,0.012875959,0.0027965,0,0,0.011185457,0,0,0,0.014375566,0,0,0,0,0,0.001980685,0.011884146,0,0,0,0,0.019627057,0.00198069,0,0,0.007267105,0,0,0,0.012937826,0,0,0,0,0,0.00140056,0.01680672,0,0,0,0,0.01260504,0.00280112,0,0,0.011204482,0,0,0,0.01437296,49067,11.3,90.6,68.1,5.3,776,54550,30213,95.5,56.4,8.9,137800,0.942763077
Tuscarawas,0,0,day_4,205,0,0,0,1.98E-05,0,0,0,0,6.90E-05,4.03E-05,0,0,0,0,0,0,0,0,2.00E-05,0,0,0,0,9.19E-05,0,0,0,0,0.000564246,0.000495639,0,0,0,0,0,0,0,0,9.23E-05,0,0,0,0,0.004878049,0,0,0,0,0.024390244,0.009756098,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0.01923478,0,0.00235,0,0,0,0,0,0,0.004653,0,0,0.047937673,0,0,0,0,0,0,0,0.030035498,0,0.001408898,0,0,0,0,0,0,0.0014088,0,0,0.023615257,0,0,0,0,0,0,0,0.019150859,0,0.002439025,0,0,0,0,0,0,0.004878049,0,0,0.048780488,0,0,0,0,92697,11.4,86.3,62,4.9,722,45310,25370,90.3,54.2,13.8,117100,0.968172829
Franklin,0,0,day_70,28369,0.000113256,0.000782463,0.009728929,2.24E-05,1.24E-05,1.87E-05,1.76E-05,1.30E-05,3.04E-05,2.04E-05,1.25E-05,4.86E-05,6.14E-06,2.01E-05,8.81E-06,0.00013519,7.79E-06,1.22E-05,3.32E-05,8.52E-05,8.81E-06,1.26E-05,1.63E-05,0.000162046,6.74E-05,0.000108117,4.46E-05,8.32E-05,0.000394092,0.00025352,3.19E-05,0.000293104,2.81E-05,7.85E-05,1.44E-05,0.000274079,5.38E-05,3.61E-05,0.000354368,0.000770861,1.44E-05,7.06E-05,6.57E-05,0.005393211,0.001127992,0.000881244,0.000669745,0.001057492,0.010645423,0.004934964,0.000140999,0.006556452,0.000493496,0.001621488,3.52E-05,0.003137227,0.000881244,0.000176249,0.007790194,0.01106842,3.52E-05,0.000740245,0.000422997,0.048580516,0.04276192,0.048644645,0.00296016,0.004363637,0.013036372,0.009736713,0.002472158,0.003901,0.0033792,0.007437328,0.00176054,0.0029736,0.005933199,0.006828675,0.005264,0.01135596,0.001514189,0.021120366,0.003536,0.001476407,0.0010572,0.057233563,0.002962903,0.004093008,0.006869206,0.015363197,0.003077497,0.005409193,0.002107084,0.007303865,0.002257037,0.003041541,0.006503968,0.004731604,0.002484118,0.006933711,0.001788324,0.016493841,0.002530156,0.001814337,0.001152,0.070042386,0.0029568,0.004511968,0.013425116,0.009687152,0.001973984,0.003895097,0.00401847,0.007528342,0.001762488,0.00296098,0.005921958,0.007296696,0.005393211,0.012548908,0.001497153,0.021290846,0.003595473,0.001498116,0.001408,0.056793696,1215761,17.9,90.6,69.8,5.7,1014,52341,30683,91,42.5,16.7,158400,0.677109103
Darke,0,0,day_18,81,0,0,0,0,0,0,0,0,0,0,0,9.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000440356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024356021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010320215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025279247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52356,10.3,89.5,63.6,5.1,693,44632,26420,93.4,57.2,11.6,113200,0.974749128
Knox,70,3,day_106,283,8.27E-05,0.00058868,0.007067138,1.49E-05,0,0,0,0,0,1.47E-05,0,8.05E-05,0,9.42E-05,0,0,0,0,1.51E-05,5.46E-05,0,0,0,0.000133082,0,0,0,0,0,0.000227617,0,0.000614854,0,0.000580915,0,0,0,0,0.000163689,0.000531104,0,0,0,0.003533569,0,0,0,0,0,0.003533569,0,0.010600707,0,0.007067138,0,0,0,0,0.003533569,0.007067138,0,0,0,0.035473694,0.032171601,0.03533569,0,0,0.021593168,0.007016161,0,0.00177425,0,0,0,0,0,0.032003044,0.0035015,0,0,0,0,0,0,0.036677847,0,0,0.014409762,0.013793487,0,0.002498604,0,0,0,0,0,0.035014777,0.002040108,0,0,0,0,0,0,0.048257456,0,0,0.02170621,0.006936265,0,0.001766785,0,0,0,0,0,0.031802121,0.003533569,0,0,0,0,0,0,0.036262528,61004,10.8,90.9,62.3,5.8,784,48533,24568,89.9,51.7,13.8,138900,0.965641152
Vinton,0,0,day_65,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13234,10.5,79.9,55.6,10.6,618,40680,22094,91.1,49,21.1,85700,0.973291736
Coshocton,0,0,day_55,64,0,0,0,0,0,0,0,0,0.000180115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558036,0,0,0,0,0,0.003355176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015625,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203125085,0,0,0,0,0.125134694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154679615,0,0,0,0,0.140423404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218750001,0,0,0,0,0.125,0,0,0,0,36724,11.3,85.5,58.2,6.7,610,41701,22506,87.1,53.8,15,95500,0.968389705
Morrow,0,0,day_90,124,0,0,0,0.000338443,0,0,0,0,2.32E-05,3.35E-05,0,6.06E-05,0,0,0,0,0,0,0,0.000249582,0,0,0,0.002660535,0,0,0,0,0.000306125,0.000519481,0,0.000406801,0,0,0,0,0,0,0,0.002632198,0,0,0,0.080645161,0,0,0,0,0.008064516,0.008064516,0,0.008064516,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0.01625523,0.015989209,0,0,0,0,0,0,0,0,0.079534108,0,0,0.016118174,0,0,0,0.167658066,0,0,0.009533817,0.031480312,0,0,0,0,0,0,0,0,0.040785229,0,0,0.012812179,0,0,0,0.239168186,0,0,0.016513057,0.015830346,0,0,0,0,0,0,0,0,0.080645161,0,0,0.016129032,0,0,0,0.165520891,34996,10.3,87.9,64.2,4.3,821,51993,26935,93.8,55.9,9.7,139400,0.972892515
